Longitude,Latitude,count,BNumber,SNumber,BDist,SDist,BName,SName,Loc,id,gradient,INT,BusDist,BusName,SchDist,SchName,RName,RDist,PubName,PubDist,GName,GDist
-1.651207,54.979214,4,1,1,197.476,150.626,Sab's Men's Hair Designs,Fenham Continental Foodstore,Severus Road,88,0.1999600079984,1336.1687,101.824,n502591878,167.191,n402667502,Pinar,413.313,,495.404,0295ECF0-2,397.097
-1.651185,54.972663,6,0,0,305.503,235.506,Barber Ahmad,Večerka,Cliftonville Avenue,89,0,1108.1476,294.564,n502591849,301.488,n459079974,Pinar,324.96,,235.119,0295ED1B-6,246.406
-1.650777,54.965688,1,0,0,463.184,329.316,Legends Barber Shop,Premier,Joseph Close,90,0,1102.5411,93.288,n502591951,308.378,n402667460,Tony's Kit,475.428,Benwell Sp,643.554,0295ECD9-E,42.512
-1.650739,54.970118,1,1,0,198.803,204.054,Legends Barber Shop,Sami Swoi - Polish Convenience & Butcher,Dipton Avenue,91,7.31261425959781,1179.3955,96.964,n502591897,222.565,n459079974,Tony's Kit,215.347,Benwell Sp,357.24,0295ECF0-2,283.991
-1.650364,54.973739,1,0,0,203.961,218.308,Breen Cuts,Newcastle Halal Superstore,Tiverton Avenue,92,1.80703959773727,1095.5237,185.184,n502591849,360.277,n459079974,Pinar,228.355,,119.279,0295ED1B-6,211.554
-1.650261,54.971186,2,0,0,285.588,279.774,Hi Lite,Georgia's Filipino & Oriental Food Supply,Clovelly Avenue,93,0.887930487727532,1217.7806,215.25,n502591897,174.978,n459079974,Tony's Kit,298.549,Benwell Sp,391.826,0295ECF0-2,401.684
-1.650169,54.97461,3,2,3,127.841,147.362,Breen Cuts,Newcastle Halal Superstore,Keldane Gardens,94,0.459189530478705,1417.2468,107.34,n502591849,369.697,n825789350,Pinar,160.195,,49.032,0295ED1B-6,208.545
-1.650102,54.966046,2,0,0,447.281,320.671,Legends Barber Shop,Premier,St John'S Road,95,2.17864923747277,1386.6763,63.095,n502591948,320.661,n402667460,Tony's Kit,461.323,Benwell Sp,636.47,0295ECD9-E,61.805
-1.650052,54.971869,12,0,0,342.367,331.663,Hi Lite,Večerka,Ilfracombe Avenue,96,1.56406406406406,991.54083,292.16,n502591897,190.416,n459079974,Tony's Kit,359.371,,327.086,0295ED1B-6,360.58
-1.650013,54.976362,1,3,2,142.241,153.576,Breen Cuts,Newcastle Halal Superstore,Kirton Avenue,97,2.8604118993135,1222.7539,144.375,n502591849,179.379,n825789350,Pinar,161.396,,186.023,0295ED1B-6,303.355
-1.649866,54.969855,4,0,0,245.744,251.589,Legends Barber Shop,Sami Swoi - Polish Convenience & Butcher,Eastgate Gardens,98,7.36540216399427,1112.8547,78.063,n502591897,189.98,n459079974,Tony's Kit,263.922,Benwell Sp,417.009,0295ECF0-2,255.202
-1.64971,54.980593,2,0,2,292.314,127.262,Sab's Men's Hair Designs,Medina Food Store,Nuns Moor Road,99,0,1376.571,134.463,n502599738,285.209,,Pinar,583.161,,652.832,0295ECF0-2,322.168
-1.649596,54.979326,5,1,3,152.87,155.771,Sab's Men's Hair Designs,Fenham Continental Foodstore,Baldwin Avenue,100,4.49400798934754,1155.1144,148.956,n502591880,150.222,n402667502,Pinar,451.024,,514.097,0295ECF0-2,293.265
-1.649569,54.978841,6,1,2,101.234,105.472,Sab's Men's Hair Designs,Fenham Continental Foodstore,Romulus Court,101,0,1185.6934,105.637,n502591880,96.512,n402667502,Pinar,401.656,,461.197,0295ECF0-2,300.62
-1.649553,54.975363,3,2,3,128.144,149.697,Breen Cuts,Newcastle Halal Superstore,Lewis Drive,102,0.371402042711235,1416.4679,93.003,n502591875,280.352,n825789350,Pinar,163.219,,107.944,0295ED1B-6,266.756
-1.649549,54.97042,5,0,0,281.977,287.146,Legends Barber Shop,Sami Swoi - Polish Convenience & Butcher,Clifton Road,103,0.63653723742839,1264.1122,143.139,n502591897,139.269,n459079974,Tony's Kit,298.238,Benwell Sp,430.689,0295ECF0-2,320.288
-1.649302,54.97361,3,0,1,249.391,181.914,Breen Cuts,Tawnies Snack & Drink,Western Drive,104,1.74478547069554,1091.9427,167.635,n502591874,318.232,n459079974,Pinar,278.755,,163.939,0295ED1B-6,280.171
-1.648928,54.97174,1,0,0,390.759,344.41,Hi Lite,Tawnies Snack & Drink,Ventnor Avenue,105,4.35988902100674,1107.434,284.014,n502591926,125.368,n459079974,Tony's Kit,403.826,,359.597,0295ED1B-6,417.999
-1.648847,54.981031,1,0,2,337.089,86.805,Sab's Men's Hair Designs,Medina Food Store,Curtis Road,106,0,1211.3597,79.411,n502582537,285.213,,Pinar,645.92,,709.344,0295ECF0-2,296.039
-1.648828,54.972422,1,0,0,378.442,271.479,Breen Cuts,Tawnies Snack & Drink,Paignton Avenue,107,1.96944378133206,1257.1127,266.222,n502591846,184.57,n459079974,Pinar,404.528,,292.463,0295ED1B-6,371.646
-1.648628,54.979314,17,1,4,147.345,154.002,Sab's Men's Hair Designs,Medina Food Store,Wingrove Gardens,108,5.88529927372903,1205.5103,145.735,n502599738,163.471,n825789350,Pinar,475.278,,526.314,0295ECF0-2,231.657
-1.648343,54.974335,11,0,1,239.341,86.247,Breen Cuts,Tawnies Snack & Drink,Conference/Exhibition Centre,109,0,1416.192,68.15,n502591874,382.126,n459079974,Pinar,274.341,,169.691,0295ED1B-6,325.191
-1.648049,54.982916,1,0,0,549.922,218.772,Sab's Men's Hair Designs,Nisa,Wingrove Road,110,0.13700506918756,1530.2886,98.139,n502599735,266.784,,Solomons D,704.119,,925.084,0295ECF0-2,291.137
-1.64789,54.965446,2,0,0,427.614,456.481,Kamrans Barber Shop,M A Brothers Asian Supermarket,Goldfinch Close,111,10.2015426723065,1340.0046,46.861,n502591949,366.027,n456325126,Eemaan Res,555.49,Benwell Sp,779.9,0295ECD4-3,122.939
-1.647641,54.968878,2,0,0,201.314,294.237,Kamrans Barber Shop,M A Brothers Asian Supermarket,Croftsway,112,6.61926942878156,1174.0223,37.564,n502591894,228.697,n459079974,Eemaan Res,365.909,Benwell Sp,582.451,0295ECF0-2,224.822
-1.647577,54.967216,2,0,0,261.031,319.555,Kamrans Barber Shop,M A Brothers Asian Supermarket,West View,113,9.61364048612371,1354.7208,164.006,n502591949,413.67,n459079974,Eemaan Res,416.269,Benwell Sp,667.846,0295ECF0-2,180.704
-1.647488,54.972032,12,0,0,411.645,292.71,Kamrans Barber Shop,Tawnies Snack & Drink,Grainger Park Road,114,4.99306518723994,1483.5918,205.006,n502591926,122.576,n459079974,Eemaan Res,484.436,,374.239,0295ED1B-7,334.457
-1.647106,54.976506,26,0,1,204.392,179.341,Sab's Men's Hair Designs,Narang Food Store,Agricola Road,115,0,1172.2991,150.757,n502591875,192.6,n825789350,Pinar,336.571,,309.779,0295ECF0-2,362.017
-1.647103,54.966127,28,0,0,336.748,366.722,Kamrans Barber Shop,M A Brothers Asian Supermarket,James Street,116,1.37362637362637,1469.7634,84.002,n502591949,379.866,n456325126,Eemaan Res,466.007,Benwell Sp,764.76,0295ECD9-E,210.827
-1.646937,54.983218,7,0,0,594.661,261.615,Sab's Men's Hair Designs,Nisa,Moorside South,117,0.0643148856802907,1279.8756,104.789,n502599735,341.641,,Solomons D,669.572,,974.075,0295ECF0-2,229.417
-1.646926,54.968427,5,1,0,159.355,245.193,Kamrans Barber Shop,M A Brothers Asian Supermarket,Woodbine Close,118,0,1260.4965,46.199,n502591894,281.837,n459079974,Eemaan Res,327.51,Benwell Sp,642.601,0295ECF0-2,237.463
-1.646557,54.967815,2,1,0,168.128,233.589,Kamrans Barber Shop,M A Brothers Asian Supermarket,Chesterfield Road,119,4.97159090909091,1172.4509,118.005,n502591894,352.936,n459079974,Eemaan Res,327.414,Benwell Sp,691.595,0295ECF0-2,242.916
-1.646485,54.977753,147,1,1,160.433,127.6,Sab's Men's Hair Designs,Narang Food Store,Wingrove Avenue,120,0.557491289198606,1340.4103,61.924,n502591876,160.151,n825789350,Pinar,435.281,,435.636,0295ECF0-2,218.739
-1.646355,54.969477,9,1,0,143.078,236.157,Kamrans Barber Shop,M A Brothers Asian Supermarket,St. Michaels Close,121,0,988.6698,52.353,n312586606,179.537,n459079974,Eemaan Res,286.397,Benwell Sp,645.771,0295ECF0-2,330.783
-1.646255,54.968407,3,1,0,118.663,202.314,Kamrans Barber Shop,M A Brothers Asian Supermarket,Centenary Court,122,0,1168.6805,69.276,n502591896,293.328,n459079974,Eemaan Res,286.319,Benwell Sp,683.573,0295ECF0-2,276.665
-1.645667,54.967749,6,1,1,134.635,183.596,Kamrans Barber Shop,M A Brothers Asian Supermarket,Northbourne Street,123,0,1172.4667,96.649,n502591896,374.597,n459079974,Eemaan Res,280.784,Benwell Sp,746.306,0295ED1B-8,260.74
-1.645595,54.972431,1,0,0,345.151,265.765,The Finest Barber Shop,Tawnies Snack & Drink,Dunholme Road,124,4.17531314848614,1439.177,122.217,n502591925,209.204,n459079974,Shawarma F,369.327,,427.069,0295ED1B-7,233.885
-1.6452,54.971082,15,0,0,262.665,319.239,Kamrans Barber Shop,M A Brothers Asian Supermarket,Mcewan Gardens,125,0,1260.5176,46.225,n502591926,152.361,n459079974,Eemaan Res,305.857,,548.506,0295ED1B-7,186.248
-1.645181,54.973328,3,0,1,291.916,192.541,The Finest Barber Shop,Tawnies Snack & Drink,Lynnwood Avenue,126,4.17531314848614,1439.1699,93.61,n502591848,307.347,n459079974,Shawarma F,327.748,,398.823,0295ED1B-7,275.996
-1.644996,54.964117,2,0,0,517.48,500.861,Kamrans Barber Shop,M A Brothers Asian Supermarket,Noble Street,127,1.03924382639679,1016.7161,193.135,n502591947,129.918,n456325126,Eemaan Res,585.708,Metropolit,921.457,0295ECD4-3,258.647
-1.644609,54.972626,8,0,0,278.677,244.359,The Finest Barber Shop,Asda,Eaton Place,128,4.07830342577488,1262.0605,55.713,n502591925,267.21,n459079974,Shawarma F,302.636,,467.247,0295ED1B-7,194.32
-1.644447,54.971439,12,0,0,298.63,283.68,Kamrans Barber Shop,Asda,Bentinck Road,129,0,1479.8571,19.243,n502591926,207.494,n459079974,Eemaan Res,308.321,,554.302,0295ED1B-7,133.423
-1.644321,54.96806,2,1,1,78.452,91.272,Kamrans Barber Shop,M A Brothers Asian Supermarket,Ashtree Close,130,0.866100814134765,994.81293,81.186,n502591896,381.276,n459079974,Eemaan Res,189.918,Metropolit,798.62,0295ED1B-8,188.411
-1.644224,54.973783,10,0,0,228.206,208.88,The Finest Barber Shop,Tawnies Snack & Drink,Police Station,131,0,1267.0034,33.88,n502591845,333.897,,Shawarma F,270.371,,440.342,0295ED1B-7,285.552
-1.643867,54.968148,13,1,1,79.126,61.646,Kamrans Barber Shop,M A Brothers Asian Supermarket,Marie Curie Drive,132,2.78810408921933,1164.7747,98.654,n502591896,390.037,n459079974,Eemaan Res,160.997,Metropolit,770.444,0295ED1B-8,167.607
-1.643711,54.969954,4,1,1,142.654,168.538,Kamrans Barber Shop,M A Brothers Asian Supermarket,Durham Street,133,2.31124807395994,1106.6696,126.041,n502591929,269.744,n459079974,Eemaan Res,149.874,,705.831,0295ED1B-7,187.753
-1.643171,54.969189,4,1,1,98.045,78.885,Kamrans Barber Shop,M A Brothers Asian Supermarket,Bentinck Street,134,2.84629981024668,1043.6484,142.951,n312586607,341.796,n459079974,Eemaan Res,79.974,Metropolit,746.075,0295ED1B-8,227.455
-1.643153,54.971229,19,0,0,288.523,238.894,Kamrans Barber Shop,Asda,Tweed Street,135,3.64326375711575,1270.7091,85.766,n502591927,284.465,n459079974,Eemaan Res,252.072,,632.699,0295ED1B-7,56.307
-1.642837,54.969817,7,1,1,159.19,149.605,Kamrans Barber Shop,M A Brothers Asian Supermarket,Portland Street,136,3.4027494215326,988.79761,164.615,n458733419,327.227,n459079974,Eemaan Res,100.66,Metropolit,746.279,0295ED1B-7,184.511
-1.642551,54.970445,11,0,0,225.792,221.373,Kamrans Barber Shop,M A Brothers Asian Supermarket,Hull Street,137,3.4027494215326,1117.8062,148.155,n502591927,325.633,n459079974,Eemaan Res,157.454,,718.582,0295ED1B-7,112.731
-1.642357,54.972898,3,3,4,139.251,98.158,The Finest Barber Shop,Asda,Lynnwood Terrace,138,0,1434.1189,91.652,n502591925,218.353,,Shawarma F,155.981,,584.37,0295ED1B-7,160.992
-1.642305,54.964675,4,0,0,475.745,333.061,Kamrans Barber Shop,Morrisons Daily,Wolsingham Street,139,0,1248.7715,158.562,n502591947,139.282,n456325126,Eemaan Res,490.433,Metropolit,738.946,0295ED1B-8,184.046
-1.641955,54.977704,12,0,0,258.639,244.028,Geordie Haircutting Salon,Premier,Sidney Grove,140,2.2179834094841,1318.0295,238.888,n502582152,355.06,n402667498,Solomons D,247.348,,658.587,0295ECF0-2,283.035
-1.641893,54.968871,32,1,1,167.756,88.56,Kamrans Barber Shop,M A Brothers Asian Supermarket,Elswick Road,141,0,1344.0092,55.059,n458733419,429.625,n459079974,Eemaan Res,22.928,Metropolit,658.151,0295ED1B-8,171.052
-1.641536,54.975627,14,4,3,60.841,26.57,Jay’s Barbers,Brighton Food Store,Crossley Terrace,142,0,1463.2974,35,n502588848,295.579,,Kamal Rest,144.072,,606.184,0295ED1B-7,388.363
-1.641312,54.974431,11,7,6,92.982,114.945,The Finest Barber Shop,Brighton Food Store,Callerton Place,143,0,1306.6761,59.982,n502588859,185.382,,Shawarma F,142.65,,614.09,0295ED1B-7,270.113
-1.641154,54.97293,19,3,5,89.537,21.293,The Finest Barber Shop,Asda,Supermarket,144,0,1267.4373,72.616,n502591841,143.737,,Shawarma F,85.287,,655.807,0295ED1B-7,168.883
-1.64112,54.974943,2,7,5,64.565,68.264,Jay’s Barbers,Brighton Food Store,Belsay Place,145,0,1298.5038,68.774,n502588864,217.83,,Kamal Rest,149.516,,625.539,0295ED1B-7,309.172
-1.641119,54.971537,14,0,1,237.057,153.503,Zak’s Barber,Asda,Mill Lane,146,0,1399.0151,214.485,n502591925,244.795,,Shawarma F,214.942,,721.389,0295ED1B-7,80.276
-1.641105,54.976623,12,4,3,129.234,133.435,Geordie Haircutting Salon,Stanhope Halal Food Store,Brighton Grove,148,0,1418.6304,114.021,n502588848,285.284,n402667498,Kamal Rest,148.253,,659.361,0295ECF0-2,409.791
-1.640715,54.969559,2,0,1,258.628,194.149,Kamrans Barber Shop,M A Brothers Asian Supermarket,Malvern Street,149,0,1099.458,83.761,n502591892,439.312,,Eemaan Res,95.052,Metropolit,609.054,0295ED1B-7,235.701
-1.640409,54.977628,10,0,1,213.534,145.006,Geordie Haircutting Salon,Premier,Fenham Road,151,3.28407224958949,1403.7179,201.041,n502582143,258.834,n402667498,Solomons D,195.088,,742.482,0295ECF0-2,349.424
-1.640396,54.973836,24,5,7,24.176,28.811,The Finest Barber Shop,Bedronska Sklep,Chelsea Grove,152,0,1441.2471,61.601,n502591841,99.289,,Shawarma F,56.099,,679.571,0295ED1B-7,181.669
-1.640309,54.964265,1,0,0,567.685,256.675,Kamrans Barber Shop,Morrisons Daily,Brunel Terrace,153,2.44147637512566,1396.8517,174.525,n502591944,88.057,,Eemaan Res,545.583,Metropolit,650.247,0295ED1B-8,157.617
-1.640204,54.97432,12,7,8,76.764,80.248,The Finest Barber Shop,Bedronska Sklep,Wellesley Terrace,154,0,1302.032,106.129,n502591841,127.189,,Shawarma F,106.165,,685.712,0295ED1B-7,219.779
-1.6401,54.970186,5,0,0,323.882,269.977,Kamrans Barber Shop,M A Brothers Asian Supermarket,Sceptre Place,155,0.512032770097286,1237.7936,158.514,n502591892,362.683,,Eemaan Res,170.721,Metropolit,603.671,0295ED1B-7,202.182
-1.639972,54.972316,6,3,6,139.715,85.348,First Class,Asda,Hartington Street,156,4.13204976042903,1442.2552,152.037,n502591837,132.991,,Shawarma F,117.461,Metropolit,743.314,0295ED1B-7,93.266
-1.639932,54.969844,8,0,0,316.891,253.255,Kamrans Barber Shop,M A Brothers Asian Supermarket,Sceptre Court,157,1.29332643559234,1006.9275,125.876,n502591892,398.508,,Eemaan Res,154.366,Metropolit,576.296,0295ED1B-7,237.263
-1.639471,54.965431,2,0,1,490.941,133.038,Kamrans Barber Shop,Morrisons Daily,Clumber Street North,158,8.94266175697001,1340.3351,54.108,n502591944,72.008,,Eemaan Res,435.391,Metropolit,538.875,0295ED1B-8,43.653
-1.63944,54.974102,16,7,10,66.078,74.787,First Class,Bedronska Sklep,Bishop'S Avenue,159,0,1453.6393,112.57,n502591837,83.222,,Shawarma F,90.768,,736.563,0295ED1B-7,178.19
-1.639203,54.967497,10,0,1,367.382,197.33,Kamrans Barber Shop,Morrisons Daily,Beech Grove Road,160,8.73362445414847,1352.5116,168.275,n502591941,301.066,,Eemaan Res,248.107,Metropolit,468.625,0295ED1B-8,77.058
-1.639113,54.963578,7,0,0,672.046,283.482,Kamrans Barber Shop,Morrisons Daily,Clumber Street,161,0,1364.8555,255.73,n502591944,135.717,,Eemaan Res,638.183,Metropolit,638.295,0295EE46-6,221.596
-1.638815,54.972402,15,3,7,147.415,88.427,First Class,Bangla Bazar,Kingsley Terrace,162,5.44015825914936,1435.0476,98.757,n502591838,110.835,,Shawarma F,134.167,Metropolit,701.118,0295ED1B-7,24.38
-1.63878,54.971135,10,0,0,280.416,210.804,First Class,Bangla Bazar,Sceptre Street,163,0,1435.0476,229.235,n502591838,251.431,,Shawarma F,262.018,Metropolit,596.951,0295ED1B-7,161.124
-1.638767,54.970757,4,0,0,321.468,251.1,First Class,Bangla Bazar,Britannia Place,164,1.92554557124519,1229.673,205.421,n502591891,293.474,,Eemaan Res,276.212,Metropolit,568.835,0295ECD7-C,168.152
-1.638713,54.969895,5,0,0,391.981,321.956,Kamrans Barber Shop,M A Brothers Asian Supermarket,Britannia Court,165,1.21802679658952,989.53247,112.074,n502591891,389.474,,Eemaan Res,225.805,Metropolit,510.603,0295ECD7-C,175.984
-1.638603,54.968241,9,0,0,382.322,259.906,Kamrans Barber Shop,Morrisons Daily,Bristol Terrace,166,0,1181.2668,85.492,n502591891,386.327,,Eemaan Res,232.915,Metropolit,437.484,0295ED1B-8,72.873
-1.638494,54.976822,10,4,5,137.424,95.407,First Class Barbers,Premier,Tamworth Road,167,2.43960774934226,1360.8333,142.669,n502588841,117.842,n402667498,Afghan Gri,115.013,The Black ,725.849,0295ECF0-2,357.51
-1.638378,54.965454,6,0,1,537.749,75.601,Kamrans Barber Shop,Morrisons Daily,Nesham Street,168,0,1372.3499,85.965,n502591942,93.768,,Eemaan Res,463.16,Metropolit,475.482,0295ED1B-8,107.32
-1.637934,54.969605,6,0,0,402.233,353.632,Turkish Barbers,M A Brothers Asian Supermarket,Sovereign Place,169,4.38072481083234,1119.983,73.442,n502591891,343.926,n456370812,Eemaan Res,263.129,Metropolit,451.211,0295ECD7-C,150.63
-1.637882,54.971905,7,0,4,225.936,115.727,First Class,Bangla Bazar,Normanton Terrace,170,4.40619621342513,1172.4286,137.447,n502591838,181.387,,Shawarma F,214.729,Metropolit,620.566,0295ECC6-E,64.598
-1.637618,54.976928,7,3,5,125.247,87.7,First Class Barbers,Premier,Stanton Street,171,0,1444.9022,140.017,n502588841,64.231,n402667498,Afghan Gri,125.279,The Black ,672.812,0295ED1B-7,312.092
-1.637603,54.969999,1,0,0,369.591,328.065,Turkish Barbers,Bangla Bazar,Sovereign Court,172,3.82015868351455,1001.8529,96.907,n502591890,332.766,n456370812,Eemaan Res,296.066,Metropolit,458.089,0295ECD7-C,107.254
-1.637535,54.965344,1,0,2,586.191,70.533,Kamrans Barber Shop,Morrisons Daily,Parking Area,173,0,1211.1542,89.48,n502591942,127.798,,Eemaan Res,502.074,Metropolit,435.773,0295EE46-6,80.732
-1.637238,54.977528,15,1,3,189.515,59.77,First Class Barbers,Premier,Philip Street,174,0,1404.0189,169.763,n502588791,92.883,n402667498,Afghan Gri,195.894,The Black ,665.78,0295ECF0-2,259.789
-1.637209,54.965862,23,0,2,567.628,29.328,Kamrans Barber Shop,Morrisons Daily,Shopping Area,175,0,1581.5524,46.509,n502591942,178.465,,Eemaan Res,468.728,Metropolit,387.987,0295EE46-6,115.096
